batch_no,question_code,option_code,option_label,option_content,is_correct,sort_no
20260513-batch-real-001,Q-ROTARY-0077,B,B,1000000转,0,20
20260513-batch-real-001,Q-ROTARY-0077,C,C,1000转,0,30
20260513-batch-real-001,Q-MISSION-0001,A,A,指挥处理中心,1,10
20260513-batch-real-001,Q-MISSION-0001,B,B,无人机控制站,0,20
20260513-batch-real-001,Q-MISSION-0001,C,C,载荷控制站,0,30
20260513-batch-real-001,Q-MISSION-0002,A,A,航迹规划,0,10
20260513-batch-real-001,Q-MISSION-0002,B,B,任务规划,1,20
20260513-batch-real-001,Q-MISSION-0002,C,C,飞行规划,0,30
20260513-batch-real-001,Q-MISSION-0003,A,A,起点到终点，最短路径,0,10
20260513-batch-real-001,Q-MISSION-0003,B,B,起飞点到着陆点，最佳路径,0,20
20260513-batch-real-001,Q-MISSION-0003,C,C,出发点到目标点，最优或次优航迹,1,30
20260513-batch-real-001,Q-MISSION-0004,A,A,自主导航与飞行控制,1,10
20260513-batch-real-001,Q-MISSION-0004,B,B,飞行任务与载荷匹配,0,20
20260513-batch-real-001,Q-MISSION-0004,C,C,航迹规划与自主导航,0,30
20260513-batch-real-001,Q-MISSION-0005,A,A,自主导航功能，应急处理功能，航迹规划功能,0,10
20260513-batch-real-001,Q-MISSION-0005,B,B,任务分配功能，航迹规划功能，仿真演示功能,1,20
20260513-batch-real-001,Q-MISSION-0005,C,C,自主导航功能，自主起降功能，航迹规划功能,0,30
20260513-batch-real-001,Q-MISSION-0006,A,A,飞行环境限制，飞行任务要求,1,10
20260513-batch-real-001,Q-MISSION-0006,B,B,飞行任务范围，飞行安全限制,0,20
20260513-batch-real-001,Q-MISSION-0006,C,C,飞行安全限制，飞行任务要求,0,30
20260513-batch-real-001,Q-MISSION-0007,A,A,最大转弯半径，最小俯仰角,0,10
20260513-batch-real-001,Q-MISSION-0007,B,B,最小转弯半径，最小俯仰角,0,20
20260513-batch-real-001,Q-MISSION-0007,C,C,最小转弯半径，最大俯仰角,1,30
20260513-batch-real-001,Q-MISSION-0008,A,A,最大俯仰角,0,10
20260513-batch-real-001,Q-MISSION-0008,B,B,最大转弯半径,0,20
20260513-batch-real-001,Q-MISSION-0008,C,C,最小转弯半径,1,30
20260513-batch-real-001,Q-MISSION-0009,A,A,最小转弯半径,0,10
20260513-batch-real-001,Q-MISSION-0009,B,B,最大俯仰角,1,20
20260513-batch-real-001,Q-MISSION-0009,C,C,最大转弯半径,0,30
20260513-batch-real-001,Q-MISSION-0010,A,A,航迹距离约束，固定的目标进入方向,1,10
20260513-batch-real-001,Q-MISSION-0010,B,B,执行任务时间，进入目标位置,0,20
20260513-batch-real-001,Q-MISSION-0010,C,C,返航时间，接近目标的飞行姿态,0,30
20260513-batch-real-001,Q-MISSION-0011,A,A,航迹规划和任务分配规划,0,10
20260513-batch-real-001,Q-MISSION-0011,B,B,航迹规划和数据链路规划,0,20
20260513-batch-real-001,Q-MISSION-0011,C,C,预先规划和实时规划,1,30
20260513-batch-real-001,Q-MISSION-0012,A,A,航迹规划,1,10
20260513-batch-real-001,Q-MISSION-0012,B,B,任务分配规划,0,20
20260513-batch-real-001,Q-MISSION-0012,C,C,数据链路规划,0,30
20260513-batch-real-001,Q-MISSION-0013,A,A,实时规划，航程最短,0,10
20260513-batch-real-001,Q-MISSION-0013,B,B,预先规划，全局最优,1,20
20260513-batch-real-001,Q-MISSION-0013,C,C,航迹规划，航时最短,0,30
20260513-batch-real-001,Q-MISSION-0014,A,A,预先规划，最优航迹规划算法,0,10
20260513-batch-real-001,Q-MISSION-0014,B,B,航迹规划，最短航迹规划算法,0,20
20260513-batch-real-001,Q-MISSION-0014,C,C,实时规划，快速航迹规划算法,1,30
20260513-batch-real-001,Q-MISSION-0015,A,A,任务接收、姿态控制、载荷分配、航迹规划、航迹调整和航迹评价,0,10
20260513-batch-real-001,Q-MISSION-0015,B,B,任务理解、环境评估、任务分配、航迹规划、航迹优化和航迹评价,1,20
20260513-batch-real-001,Q-MISSION-0015,C,C,任务分配、姿态控制、导航控制、航迹规划、航迹调整和航迹评价,0,30
20260513-batch-real-001,Q-MISSION-0016,A,A,载荷规划、通信规划和目标分配,1,10
20260513-batch-real-001,Q-MISSION-0016,B,B,链路规划、返航规划和载荷分配,0,20
20260513-batch-real-001,Q-MISSION-0016,C,C,任务规划、返航规划和载荷分配,0,30
20260513-batch-real-001,Q-MISSION-0017,A,A,任务规划,0,10
20260513-batch-real-001,Q-MISSION-0017,B,B,载荷规划,1,20
20260513-batch-real-001,Q-MISSION-0017,C,C,任务分配,0,30
20260513-batch-real-001,Q-MISSION-0018,A,A,链路规划,0,10
20260513-batch-real-001,Q-MISSION-0018,B,B,目标分配,0,20
20260513-batch-real-001,Q-MISSION-0018,C,C,通信规划,1,30
20260513-batch-real-001,Q-MISSION-0019,A,A,任务分配,0,10
20260513-batch-real-001,Q-MISSION-0019,B,B,载荷规划,0,20
20260513-batch-real-001,Q-MISSION-0019,C,C,目标分配,1,30
20260513-batch-real-001,Q-MISSION-0020,A,A,最大转弯半径和最小俯仰角,0,10
20260513-batch-real-001,Q-MISSION-0020,B,B,最小转弯半径和最大俯仰角,1,20
20260513-batch-real-001,Q-MISSION-0020,C,C,最大转弯半径和最大俯仰角,0,30
20260513-batch-real-001,Q-MISSION-0021,A,A,导航技术、地理信息技术以及远程感知技术,1,10
20260513-batch-real-001,Q-MISSION-0021,B,B,飞控技术、导航技术以及地理信息技术,0,20
20260513-batch-real-001,Q-MISSION-0021,C,C,导航技术、航迹优化算法以及地理信息技术,0,30
20260513-batch-real-001,Q-MISSION-0022,A,A,飞行航迹,0,10
20260513-batch-real-001,Q-MISSION-0022,B,B,地理位置,0,20
20260513-batch-real-001,Q-MISSION-0022,C,C,电子地图,1,30
20260513-batch-real-001,Q-MISSION-0023,A,A,电子地图,1,10
20260513-batch-real-001,Q-MISSION-0023,B,B,地理位置,0,20
20260513-batch-real-001,Q-MISSION-0023,C,C,飞行航迹,0,30
20260513-batch-real-001,Q-MISSION-0024,A,A,无人机位置和飞行航迹，无人机航迹规划信息,1,10
20260513-batch-real-001,Q-MISSION-0024,B,B,无人机地理坐标信息，无人机飞行姿态信息,0,20
20260513-batch-real-001,Q-MISSION-0024,C,C,无人机飞行姿态信息，无人机航迹规划信息,0,30
20260513-batch-real-001,Q-MISSION-0025,A,A,场地标注,0,10
20260513-batch-real-001,Q-MISSION-0025,B,B,图元标注,1,20
20260513-batch-real-001,Q-MISSION-0025,C,C,警示标注,0,30
20260513-batch-real-001,Q-MISSION-0026,A,A,场地标注,1,10
20260513-batch-real-001,Q-MISSION-0026,B,B,任务区域标注,0,20
20260513-batch-real-001,Q-MISSION-0026,C,C,警示标注,0,30
20260513-batch-real-001,Q-MISSION-0027,A,A,场地标注,0,10
20260513-batch-real-001,Q-MISSION-0027,B,B,任务区域标注,0,20
20260513-batch-real-001,Q-MISSION-0027,C,C,警示标注,1,30
20260513-batch-real-001,Q-MISSION-0028,A,A,场地标注,0,10
20260513-batch-real-001,Q-MISSION-0028,B,B,任务区域标注,1,20
20260513-batch-real-001,Q-MISSION-0028,C,C,警示标注,0,30
20260513-batch-real-001,Q-MISSION-0029,A,A,标注,0,10
20260513-batch-real-001,Q-MISSION-0029,B,B,更新,0,20
20260513-batch-real-001,Q-MISSION-0029,C,C,校准,1,30
20260513-batch-real-001,Q-MISSION-0030,A,A,2 个,0,10
20260513-batch-real-001,Q-MISSION-0030,B,B,3 个,1,20
20260513-batch-real-001,Q-MISSION-0030,C,C,4 个,0,30
20260513-batch-real-001,Q-MISSION-0031,A,A,不能在同一直线上,1,10
20260513-batch-real-001,Q-MISSION-0031,B,B,不能在同一纬度上,0,20
20260513-batch-real-001,Q-MISSION-0031,C,C,不能在同一经度上,0,30
20260513-batch-real-001,Q-MISSION-0032,A,A,预先规划，在线规划,0,10
20260513-batch-real-001,Q-MISSION-0032,B,B,预先规划，实时规划,0,20
20260513-batch-real-001,Q-MISSION-0032,C,C,预规划，重规划,1,30
20260513-batch-real-001,Q-MISSION-0033,A,A,在线规划,0,10
20260513-batch-real-001,Q-MISSION-0033,B,B,飞行中重规划,0,20
20260513-batch-real-001,Q-MISSION-0033,C,C,飞行前预规划,1,30
20260513-batch-real-001,Q-MISSION-0034,A,A,在线规划,0,10
20260513-batch-real-001,Q-MISSION-0034,B,B,飞行中重规划,1,20
20260513-batch-real-001,Q-MISSION-0034,C,C,飞行前预规划,0,30
20260513-batch-real-001,Q-MISSION-0035,A,A,航线规划,1,10
20260513-batch-real-001,Q-MISSION-0035,B,B,航迹规划,0,20
20260513-batch-real-001,Q-MISSION-0035,C,C,任务规划,0,30
20260513-batch-real-001,Q-MISSION-0036,A,A,航线规划,1,10
20260513-batch-real-001,Q-MISSION-0036,B,B,航迹规划,0,20
20260513-batch-real-001,Q-MISSION-0036,C,C,任务规划,0,30
20260513-batch-real-001,Q-MISSION-0037,A,A,紧急迫降措施,0,10
20260513-batch-real-001,Q-MISSION-0037,B,B,安全返航措施,0,20
20260513-batch-real-001,Q-MISSION-0037,C,C,异常应急措施,1,30
20260513-batch-real-001,Q-MISSION-0038,A,A,安全着陆点，安全着陆策略,0,10
20260513-batch-real-001,Q-MISSION-0038,B,B,应急迫降点，航线转移策略,1,20
20260513-batch-real-001,Q-MISSION-0038,C,C,应急迫降点，安全返航策略,0,30
20260513-batch-real-001,Q-MISSION-0039,A,A,安全着陆策略,0,10
20260513-batch-real-001,Q-MISSION-0039,B,B,航线转移策略,1,20
20260513-batch-real-001,Q-MISSION-0039,C,C,安全返航策略,0,30
20260513-batch-real-001,Q-MISSION-0040,A,A,系统保障与维护预案规划,0,10
20260513-batch-real-001,Q-MISSION-0040,B,B,系统保障与安全措施规划,0,20
20260513-batch-real-001,Q-MISSION-0040,C,C,系统保障与应急预案规划,1,30
20260513-batch-real-001,Q-MISSION-0041,A,A,动力装置故障,0,10
20260513-batch-real-001,Q-MISSION-0041,B,B,任务设备故障,1,20
20260513-batch-real-001,Q-MISSION-0041,C,C,舵面故障,0,30
20260513-batch-real-001,Q-MISSION-0042,A,A,飞控系统故障,1,10
20260513-batch-real-001,Q-MISSION-0042,B,B,上行通讯链路故障,0,20
20260513-batch-real-001,Q-MISSION-0042,C,C,控制站显示系统故障,0,30
20260513-batch-real-001,Q-MISSION-0043,A,A,动力装置重启操作,0,10
20260513-batch-real-001,Q-MISSION-0043,B,B,备份系统切换操作,0,20
20260513-batch-real-001,Q-MISSION-0043,C,C,导航系统重启操作,1,30
20260513-batch-real-001,Q-MISSION-0044,A,A,加大油门迅速脱离,0,10
20260513-batch-real-001,Q-MISSION-0044,B,B,以最大上升率增大高度,0,20
20260513-batch-real-001,Q-MISSION-0044,C,C,适当减小飞行速度,1,30
20260513-batch-real-001,Q-MISSION-0045,A,A,俯仰操纵,0,10
20260513-batch-real-001,Q-MISSION-0045,B,B,航向操纵,0,20
20260513-batch-real-001,Q-MISSION-0045,C,C,周期变距,1,30
20260513-batch-real-001,Q-MISSION-0046,A,A,GPS 模式,0,10
20260513-batch-real-001,Q-MISSION-0046,B,B,增稳模式,0,20
20260513-batch-real-001,Q-MISSION-0046,C,C,手动模式,1,30
20260513-batch-real-001,Q-MISSION-0047,A,A,距离过远，高度过高，超出视线范围,0,10
20260513-batch-real-001,Q-MISSION-0047,B,B,监视器显示无人机电池电量过低,1,20
20260513-batch-real-001,Q-MISSION-0047,C,C,图传监视器有干扰不稳定,0,30
20260513-batch-real-001,Q-MISSION-0048,A,A,偏航角,0,10
20260513-batch-real-001,Q-MISSION-0048,B,B,横滚角,0,20
20260513-batch-real-001,Q-MISSION-0048,C,C,俯仰角,1,30
20260513-batch-real-001,Q-MISSION-0049,A,A,向下低头,0,10
20260513-batch-real-001,Q-MISSION-0049,B,B,向左滚转,1,20
20260513-batch-real-001,Q-MISSION-0049,C,C,向上抬头,0,30
20260513-batch-real-001,Q-MISSION-0050,A,A,起飞阶段,0,10
20260513-batch-real-001,Q-MISSION-0050,B,B,降落阶段,0,20
20260513-batch-real-001,Q-MISSION-0050,C,C,巡航阶段,1,30
20260513-batch-real-001,Q-MISSION-0051,A,A,切至自主控制模式，尽可放松休息,0,10
20260513-batch-real-001,Q-MISSION-0051,B,B,短暂休息，偶尔关注一下飞机状态,0,20
20260513-batch-real-001,Q-MISSION-0051,C,C,密切判断飞机的俯仰状态和有无坡度,1,30
20260513-batch-real-001,Q-MISSION-0052,A,A,切至自主控制模式，尽可放松休息,0,10
20260513-batch-real-001,Q-MISSION-0052,B,B,短暂休息，偶尔关注一下飞机状态,0,20
20260513-batch-real-001,Q-MISSION-0052,C,C,不断检查空速、高度和航向指示,1,30
20260513-batch-real-001,Q-MISSION-0053,A,A,注视地平仪，协调地向转弯方向压杆扭舵，形成一定坡度后，稳杆保持,1,10
20260513-batch-real-001,Q-MISSION-0053,B,B,注视地平仪，协调地向转弯反方向压杆扭舵，形成一定坡度后，稳杆保持,0,20
20260513-batch-real-001,Q-MISSION-0053,C,C,注视地平仪，向转弯方向压杆，同时反方向扭舵,0,30
20260513-batch-real-001,Q-MISSION-0054,A,A,适当减小带杆量，增大下滑角,0,10
20260513-batch-real-001,Q-MISSION-0054,B,B,适当减小带杆量，减小下滑角,0,20
20260513-batch-real-001,Q-MISSION-0054,C,C,适当增加带杆量，减小下滑角,1,30
20260513-batch-real-001,Q-MISSION-0055,A,A,进行协调转弯，可有效减小转弯半径并减少侧滑,1,10
20260513-batch-real-001,Q-MISSION-0055,B,B,进行协调转弯，可有效增大转弯半径并减少侧滑,0,20
20260513-batch-real-001,Q-MISSION-0055,C,C,进行协调转弯，可有效减小转弯半径并增大侧滑,0,30
20260513-batch-real-001,Q-MISSION-0056,A,A,飞机下降速度、姿态和空速,1,10
20260513-batch-real-001,Q-MISSION-0056,B,B,飞机剩余油量,0,20
20260513-batch-real-001,Q-MISSION-0056,C,C,飞机航行灯开闭状态,0,30
20260513-batch-real-001,Q-MISSION-0057,A,A,GPS,0,10
20260513-batch-real-001,Q-MISSION-0057,B,B,格洛纳斯,1,20
20260513-batch-real-001,Q-MISSION-0057,C,C,伽利略,0,30
20260513-batch-real-001,Q-MISSION-0058,A,A,经纬度,0,10
20260513-batch-real-001,Q-MISSION-0058,B,B,高程,0,20
20260513-batch-real-001,Q-MISSION-0058,C,C,空速,1,30
20260513-batch-real-001,Q-MISSION-0059,A,A,无漂移,1,10
20260513-batch-real-001,Q-MISSION-0059,B,B,不受干扰,0,20
20260513-batch-real-001,Q-MISSION-0059,C,C,全天候,0,30
20260513-batch-real-001,Q-MISSION-0060,A,A,卫星导航,0,10
20260513-batch-real-001,Q-MISSION-0060,B,B,地形匹配导航,0,20
20260513-batch-real-001,Q-MISSION-0060,C,C,组合导航,1,30
20260513-batch-real-001,Q-MISSION-0061,A,A,禁飞区,0,10
20260513-batch-real-001,Q-MISSION-0061,B,B,险恶地形,0,20
20260513-batch-real-001,Q-MISSION-0061,C,C,飞机寿命,1,30
20260513-batch-real-001,Q-MISSION-0062,A,A,任务分配规划,0,10
20260513-batch-real-001,Q-MISSION-0062,B,B,航迹规划,1,20
20260513-batch-real-001,Q-MISSION-0062,C,C,应急预案规划,0,30
20260513-batch-real-001,Q-MISSION-0063,A,A,接受任务-任务理解-环境评估-任务分配-航迹规划-航迹优化-生产计划,1,10
20260513-batch-real-001,Q-MISSION-0063,B,B,接受任务-任务理解-任务分配-环境评估-航迹规划-航迹优化-生产计划,0,20
20260513-batch-real-001,Q-MISSION-0063,C,C,接受任务-任务理解-任务分配-航迹规划-环境评估-航迹优化-生产计划,0,30
20260513-batch-real-001,Q-MISSION-0064,A,A,已知威胁区域,0,10
20260513-batch-real-001,Q-MISSION-0064,B,B,未知威胁区域,1,20
20260513-batch-real-001,Q-MISSION-0064,C,C,无人机自身约束条件,0,30
20260513-batch-real-001,Q-MISSION-0065,A,A,自主控制,0,10
20260513-batch-real-001,Q-MISSION-0065,B,B,姿态遥控,0,20
20260513-batch-real-001,Q-MISSION-0065,C,C,舵面遥控,1,30
20260513-batch-real-001,Q-MISSION-0066,A,A,常规跑道,0,10
20260513-batch-real-001,Q-MISSION-0066,B,B,向上带斜坡的地形,1,20
20260513-batch-real-001,Q-MISSION-0066,C,C,向下带斜坡的地形,0,30
20260513-batch-real-001,Q-MISSION-0067,A,A,自主导航与飞行控制,1,10
20260513-batch-real-001,Q-MISSION-0067,B,B,飞行任务与载荷匹配,0,20
20260513-batch-real-001,Q-MISSION-0067,C,C,航迹规划和自主导航,0,30
20260513-batch-real-001,Q-MISSION-0068,A,A,迅速将油门收到底,1,10
20260513-batch-real-001,Q-MISSION-0068,B,B,一键返航,0,20
20260513-batch-real-001,Q-MISSION-0068,C,C,控制姿态，逐渐降低高度，迫降至地面,0,30
20260513-batch-real-001,Q-MISSION-0069,A,A,以飞机重心为原点，纵轴和横轴确定的平面为对称面,0,10
20260513-batch-real-001,Q-MISSION-0069,B,B,以全机焦点为原点，纵轴和立轴确定的平面为对称面,0,20
20260513-batch-real-001,Q-MISSION-0069,C,C,以飞机重心为原点，纵轴和立轴确定的平面为对称面,1,30
20260513-batch-real-001,Q-MISSION-0070,A,A,增大,1,10
20260513-batch-real-001,Q-MISSION-0070,B,B,减小,0,20
20260513-batch-real-001,Q-MISSION-0070,C,C,不变,0,30
20260513-batch-real-001,Q-MISSION-0071,A,A,机翼向上的力和尾翼向下的力都降低,1,10
20260513-batch-real-001,Q-MISSION-0071,B,B,机翼向上的力和尾翼向下的力都增加,0,20
20260513-batch-real-001,Q-MISSION-0071,C,C,机翼向上的力和尾翼向下的恒都为零,0,30
20260513-batch-real-001,Q-MISSION-0072,A,A,相等,1,10
20260513-batch-real-001,Q-MISSION-0072,B,B,阻力大于推力,0,20
20260513-batch-real-001,Q-MISSION-0072,C,C,阻力小于推力,0,30
20260513-batch-real-001,Q-MISSION-0073,A,A,飞行预先准备．飞行直接准备．飞行实施和飞行讲评四个阶段,1,10
20260513-batch-real-001,Q-MISSION-0073,B,B,飞行直接准备．飞行实施和飞行讲评三个阶段,0,20
20260513-batch-real-001,Q-MISSION-0073,C,C,飞行预先准备．飞行准备和飞行实施三个阶段,0,30
20260513-batch-real-001,Q-MISSION-0074,A,A,视觉告警和触觉告警,0,10
20260513-batch-real-001,Q-MISSION-0074,B,B,触觉告警和听觉告警,0,20
20260513-batch-real-001,Q-MISSION-0074,C,C,视觉告警和听觉告警,1,30
20260513-batch-real-001,Q-FLIGHT-0001,A,A,升力、重力、拉力、阻力、惯性力,0,10
20260513-batch-real-001,Q-FLIGHT-0001,B,B,转弯向心力由发动机拉力提供,0,20
20260513-batch-real-001,Q-FLIGHT-0001,C,C,转弯向心力由升力提供,1,30
20260513-batch-real-001,Q-FLIGHT-0002,A,A,低速飞行,0,10
20260513-batch-real-001,Q-FLIGHT-0002,B,B,高速飞行,0,20
20260513-batch-real-001,Q-FLIGHT-0002,C,C,迎角过大,1,30
20260513-batch-real-001,Q-FLIGHT-0003,A,A,俯冲状态,0,10
20260513-batch-real-001,Q-FLIGHT-0003,B,B,爬升状态,0,20
20260513-batch-real-001,Q-FLIGHT-0003,C,C,滑翔状态,1,30
20260513-batch-real-001,Q-FLIGHT-0004,A,A,迅速增大,0,10
20260513-batch-real-001,Q-FLIGHT-0004,B,B,迅速减小,1,20
20260513-batch-real-001,Q-FLIGHT-0004,C,C,缓慢增大,0,30
20260513-batch-real-001,Q-FLIGHT-0005,A,A,飞行速度最大,0,10
20260513-batch-real-001,Q-FLIGHT-0005,B,B,升力系数最大,1,20
20260513-batch-real-001,Q-FLIGHT-0005,C,C,阻力最小,0,30
20260513-batch-real-001,Q-FLIGHT-0006,A,A,飞机纵轴与水平面的夹角,0,10
20260513-batch-real-001,Q-FLIGHT-0006,B,B,飞机翼弦与水平面的夹角,0,20
20260513-batch-real-001,Q-FLIGHT-0006,C,C,飞机翼弦与相对气流的夹角,1,30
20260513-batch-real-001,Q-FLIGHT-0007,A,A,大于零,1,10
20260513-batch-real-001,Q-FLIGHT-0007,B,B,小于零,0,20
20260513-batch-real-001,Q-FLIGHT-0007,C,C,等于零,0,30
20260513-batch-real-001,Q-FLIGHT-0008,A,A,大于零,1,10
20260513-batch-real-001,Q-FLIGHT-0008,B,B,小于零,0,20
20260513-batch-real-001,Q-FLIGHT-0008,C,C,等于零,0,30
20260513-batch-real-001,Q-FLIGHT-0009,A,A,长,1,10
20260513-batch-real-001,Q-FLIGHT-0009,B,B,短,0,20
20260513-batch-real-001,Q-FLIGHT-0009,C,C,相等,0,30
20260513-batch-real-001,Q-FLIGHT-0010,A,A,左,1,10
20260513-batch-real-001,Q-FLIGHT-0010,B,B,右,0,20
20260513-batch-real-001,Q-FLIGHT-0010,C,C,视风速的大小不同可能向左也可能向右,0,30
20260513-batch-real-001,Q-FLIGHT-0011,A,A,增大,1,10
20260513-batch-real-001,Q-FLIGHT-0011,B,B,减小,0,20
20260513-batch-real-001,Q-FLIGHT-0011,C,C,不变,0,30
20260513-batch-real-001,Q-FLIGHT-0012,A,A,侧滑法,0,10
20260513-batch-real-001,Q-FLIGHT-0012,B,B,改变航向法和侧滑法相结合,0,20
20260513-batch-real-001,Q-FLIGHT-0012,C,C,改变航向法,1,30
20260513-batch-real-001,Q-FLIGHT-0013,A,A,向偏侧方向打方向舵，反方向压副翼杆,1,10
20260513-batch-real-001,Q-FLIGHT-0013,B,B,向偏侧方向压副翼杆，反方向打方向舵,0,20
20260513-batch-real-001,Q-FLIGHT-0013,C,C,向偏侧的方向协调地压副翼杆打方向舵,0,30
20260513-batch-real-001,Q-FLIGHT-0014,A,A,最大爬升角和最大滑翔距离,0,10
20260513-batch-real-001,Q-FLIGHT-0014,B,B,最大航程,1,20
20260513-batch-real-001,Q-FLIGHT-0014,C,C,最大升力系数和最小阻力系数,0,30
20260513-batch-real-001,Q-FLIGHT-0015,A,A,飞行失速是通过加大发动机动力就可以克服的飞行障碍,0,10
20260513-batch-real-001,Q-FLIGHT-0015,B,B,亚音速飞行只会出现大迎角失速,0,20
20260513-batch-real-001,Q-FLIGHT-0015,C,C,在大迎角或高速飞行状态下都可能出现飞机失速现象,1,30
20260513-batch-real-001,Q-FLIGHT-0016,A,A,干扰阻力是由于气流的下洗而引起的,0,10
20260513-batch-real-001,Q-FLIGHT-0016,B,B,在飞行各部件之间加装整流包皮可以减小诱导阻力,0,20
20260513-batch-real-001,Q-FLIGHT-0016,C,C,干扰阻力是飞机各部件之间由于气流相互干扰而产生的一种额外阻力,1,30
20260513-batch-real-001,Q-FLIGHT-0017,A,A,分离点后出现旋涡的影响,0,10
20260513-batch-real-001,Q-FLIGHT-0017,B,B,转捩点后紊流的影响,0,20
20260513-batch-real-001,Q-FLIGHT-0017,C,C,机翼上下表面存在压力差的影响,1,30
20260513-batch-real-001,Q-FLIGHT-0018,A,A,一定是直线的,1,10
20260513-batch-real-001,Q-FLIGHT-0018,B,B,一定是水平直线的,0,20
20260513-batch-real-001,Q-FLIGHT-0018,C,C,是直线的或是水平曲线的,0,30
20260513-batch-real-001,Q-FLIGHT-0019,A,A,是,1,10
20260513-batch-real-001,Q-FLIGHT-0019,B,B,不是,0,20
20260513-batch-real-001,Q-FLIGHT-0019,C,C,不确定,0,30
20260513-batch-real-001,Q-FLIGHT-0020,A,A,进气压力表,0,10
20260513-batch-real-001,Q-FLIGHT-0020,B,B,转速表,1,20
20260513-batch-real-001,Q-FLIGHT-0020,C,C,燃油流量表,0,30
20260513-batch-real-001,Q-FLIGHT-0021,A,A,仅与翼剖面形状有关,0,10
20260513-batch-real-001,Q-FLIGHT-0021,B,B,与翼剖面形状和攻角有关,1,20
20260513-batch-real-001,Q-FLIGHT-0021,C,C,仅与攻角有关,0,30
20260513-batch-real-001,Q-FLIGHT-0022,A,A,扰流扳,1,10
20260513-batch-real-001,Q-FLIGHT-0022,B,B,副翼,0,20
20260513-batch-real-001,Q-FLIGHT-0022,C,C,前缘襟翼,0,30
20260513-batch-real-001,Q-FLIGHT-0023,A,A,扰流板,0,10
20260513-batch-real-001,Q-FLIGHT-0023,B,B,副翼,0,20
20260513-batch-real-001,Q-FLIGHT-0023,C,C,前缘襟翼,1,30
20260513-batch-real-001,Q-FLIGHT-0024,A,A,副翼、升降舵、方向舵、调整片,0,10
20260513-batch-real-001,Q-FLIGHT-0024,B,B,副翼、升降舵(或全动平尾)、方向舵,1,20
20260513-batch-real-001,Q-FLIGHT-0024,C,C,副翼,0,30
20260513-batch-real-001,Q-FLIGHT-0025,A,A,副翼、升降舵、方向舵、调整片,0,10
20260513-batch-real-001,Q-FLIGHT-0025,B,B,缝翼、襟翼、调整片、全动平尾,0,20
20260513-batch-real-001,Q-FLIGHT-0025,C,C,缝翼、襟翼、调整片,1,30
20260513-batch-real-001,Q-FLIGHT-0026,A,A,机翼的安装角,0,10
20260513-batch-real-001,Q-FLIGHT-0026,B,B,机翼的上反角,0,20
20260513-batch-real-001,Q-FLIGHT-0026,C,C,迎角,1,30
20260513-batch-real-001,Q-FLIGHT-0027,A,A,在山的背风面顺风飞行,0,10
20260513-batch-real-001,Q-FLIGHT-0027,B,B,在山的背风面逆风飞行,1,20
20260513-batch-real-001,Q-FLIGHT-0027,C,C,在山的迎风面逆风飞行,0,30
20260513-batch-real-001,Q-FLIGHT-0028,A,A,L=Wgcosɑ,1,10
20260513-batch-real-001,Q-FLIGHT-0028,B,B,L=Wgsinɑ,0,20
20260513-batch-real-001,Q-FLIGHT-0028,C,C,L=Wg,0,30
20260513-batch-real-001,Q-FLIGHT-0029,A,A,增大,1,10
20260513-batch-real-001,Q-FLIGHT-0029,B,B,减小,0,20
20260513-batch-real-001,Q-FLIGHT-0029,C,C,不变,0,30
20260513-batch-real-001,Q-FLIGHT-0030,A,A,低速飞行,0,10
20260513-batch-real-001,Q-FLIGHT-0030,B,B,高速飞行,0,20
20260513-batch-real-001,Q-FLIGHT-0030,C,C,都会,1,30
20260513-batch-real-001,Q-FLIGHT-0031,A,A,可由紊流变为层流,0,10
20260513-batch-real-001,Q-FLIGHT-0031,B,B,可由层流变为紊流,1,20
20260513-batch-real-001,Q-FLIGHT-0031,C,C,一般不发生变化,0,30
20260513-batch-real-001,Q-FLIGHT-0032,A,A,机翼上表面压力,0,10
20260513-batch-real-001,Q-FLIGHT-0032,B,B,机翼下表面压力,0,20
20260513-batch-real-001,Q-FLIGHT-0032,C,C,机翼上表面负压,1,30
20260513-batch-real-001,Q-FLIGHT-0033,A,A,风力发电机叶片,0,10
20260513-batch-real-001,Q-FLIGHT-0033,B,B,直升机旋翼,0,20
20260513-batch-real-001,Q-FLIGHT-0033,C,C,固定翼飞机螺旋桨,1,30
20260513-batch-real-001,Q-FLIGHT-0034,A,A,电机功率不变，桨叶直径变大且桨叶总距变大,0,10
20260513-batch-real-001,Q-FLIGHT-0034,B,B,桨叶直径不变，电机功率变小且桨叶总距变小,0,20
20260513-batch-real-001,Q-FLIGHT-0034,C,C,桨叶总距不变，电机功率变大且桨叶直径变大,1,30
20260513-batch-real-001,Q-FLIGHT-0035,A,A,改善机载任务设备视野,1,10
20260513-batch-real-001,Q-FLIGHT-0035,B,B,调整重心增加飞行器稳定性,0,20
20260513-batch-real-001,Q-FLIGHT-0035,C,C,减小前飞阻力,0,30
20260513-batch-real-001,Q-FLIGHT-0036,A,A,20,1,10
20260513-batch-real-001,Q-FLIGHT-0036,B,B,25,0,20
20260513-batch-real-001,Q-FLIGHT-0036,C,C,30,0,30
20260513-batch-real-001,Q-FLIGHT-0037,A,A,逆风起飞，旋翼相对气流速度增大，单位时间内流过旋翼的空气质量增加，旋翼产生的拉力小，则起飞载重量减 小。,0,10
