batch_no,source_file,source_locator,category_code,question_code,question_type,stem,correct_answer,analysis,score,sort_no,source_ref,parse_status,review_reason,options_payload_json,answer_payload_json,raw_payload_json
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第28题,mission_planning,Q-MISSION-0028,single_choice,_____无人机侦察监测区域应预先标注，主要包括任务区域范围、侦察监测对象等[1分],B,无人机执行侦察监测任务前，需对任务区域进行明确标注，以确保飞行路径和监测目标清晰。,1,28,raw-bank/无人机任务规划.docx#第28题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""场地标注""}, {""optionCode"": ""B"", ""optionContent"": ""任务区域标注""}, {""optionCode"": ""C"", ""optionContent"": ""警示标注""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""28._____无人机侦察监测区域应预先标注，主要包括任务区域范围、侦察监测对象等[1分]"", ""A.场地标注"", ""B.任务区域标注"", ""C.警示标注"", ""参考答案：B"", ""解析："", ""无人机执行侦察监测任务前，需对任务区域进行明确标注，以确保飞行路径和监测目标清晰。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第29题,mission_planning,Q-MISSION-0029,single_choice,由于加载的电子地图与实际操作时的地理位置信息有偏差，需要在使用前对地图进行[1分],C,电子地图在使用过程中，若发现与实际地理位置存在偏差，通常需要进行校准操作。校准是通过调整地图数据，使其与实际地理位置相匹配的过程。标注和更新虽然也是地图维护的手段，但在此情境下，校准是最直接且有效的解决方法。,1,29,raw-bank/无人机任务规划.docx#第29题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""标注""}, {""optionCode"": ""B"", ""optionContent"": ""更新""}, {""optionCode"": ""C"", ""optionContent"": ""校准""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""29.由于加载的电子地图与实际操作时的地理位置信息有偏差，需要在使用前对地图进行[1分]"", ""A.标注"", ""B.更新"", ""C.校准"", ""参考答案：C"", ""解析："", ""电子地图在使用过程中，若发现与实际地理位置存在偏差，通常需要进行校准操作。校准是通过调整地图数据，使其与实际地理位置相匹配的过程。标注和更新虽然也是地图维护的手段，但在此情境下，校准是最直接且有效的解决方法。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第30题,mission_planning,Q-MISSION-0030,single_choice,地图校准时，在命令下拉菜单中选取______定位点作为校准点，并在对话框左侧输入这些定位点的实际地理位置信息。[1分],B,在地图校准过程中，为了确保校准的精确性，通常需要在命令下拉菜单中选取至少3个定位点作为校准点。这是因为3个点可以确定一个平面，从而更准确地进行地图校准。在对话框左侧输入这些定位点的实际地理位置信息，以便系统进行校准计算。,1,30,raw-bank/无人机任务规划.docx#第30题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""2 个""}, {""optionCode"": ""B"", ""optionContent"": ""3 个""}, {""optionCode"": ""C"", ""optionContent"": ""4 个""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""30.地图校准时，在命令下拉菜单中选取______定位点作为校准点，并在对话框左侧输入这些定位点的实际地理位置信息。[1分]"", ""A.2 个"", ""B.3 个"", ""C.4 个"", ""参考答案：B"", ""解析："", ""在地图校准过程中，为了确保校准的精确性，通常需要在命令下拉菜单中选取至少3个定位点作为校准点。这是因为3个点可以确定一个平面，从而更准确地进行地图校准。在对话框左侧输入这些定位点的实际地理位置信息，以便系统进行校准计算。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第31题,mission_planning,Q-MISSION-0031,single_choice,校准地图时选取的校准点_____[1分],A,地图校准需要选取分布合理的校准点：1、若校准点在同一直线上，会导致校准计算出现偏差，无法准确确定地图的空间关系2、纬度或经度相同(选项B/C)虽然不是理想情况，但不会直接导致校准失败3、最关键的是校准点不能共线(选项A)，这是保证校准精度的基本要求,1,31,raw-bank/无人机任务规划.docx#第31题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""不能在同一直线上""}, {""optionCode"": ""B"", ""optionContent"": ""不能在同一纬度上""}, {""optionCode"": ""C"", ""optionContent"": ""不能在同一经度上""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""31.校准地图时选取的校准点_____[1分]"", ""A.不能在同一直线上"", ""B.不能在同一纬度上"", ""C.不能在同一经度上"", ""参考答案：A"", ""解析："", ""地图校准需要选取分布合理的校准点：1、若校准点在同一直线上，会导致校准计算出现偏差，无法准确确定地图的空间关系2、纬度或经度相同(选项B/C)虽然不是理想情况，但不会直接导致校准失败3、最关键的是校准点不能共线(选项A)，这是保证校准精度的基本要求""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第32题,mission_planning,Q-MISSION-0032,single_choice,航线规划一般分两步：首先是飞行前______，其次是飞行中______[1分],C,1、飞行前规划：预规划（Pre-planning）指在飞行前基于任务需求、环境数据等提前制定初始航线，属于静态规划。“预先规划”表述不够专业，通常航空领域使用“预规划”。2、飞行中规划：重规划（Re-planning）指飞行中根据实时变化（如天气、障碍物）动态调整航线，强调对原计划的修正。“在线规划”或“实时规划”虽有一定相关性，但非标准术语。,1,32,raw-bank/无人机任务规划.docx#第32题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""预先规划，在线规划""}, {""optionCode"": ""B"", ""optionContent"": ""预先规划，实时规划""}, {""optionCode"": ""C"", ""optionContent"": ""预规划，重规划""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""32.航线规划一般分两步：首先是飞行前______，其次是飞行中______[1分]"", ""A.预先规划，在线规划"", ""B.预先规划，实时规划"", ""C.预规划，重规划"", ""参考答案：C"", ""解析："", ""1、飞行前规划：预规划（Pre-planning）指在飞行前基于任务需求、环境数据等提前制定初始航线，属于静态规划。“预先规划”表述不够专业，通常航空领域使用“预规划”。2、飞行中规划：重规划（Re-planning）指飞行中根据实时变化（如天气、障碍物）动态调整航线，强调对原计划的修正。“在线规划”或“实时规划”虽有一定相关性，但非标准术语。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第33题,mission_planning,Q-MISSION-0033,single_choice,_____即根据既定任务，结合环境限制与飞行约束条件，从整体上制定最优参考路径并装订特殊任务。[1分],C,1、飞行前预规划：指在飞行任务开始前，根据既定任务、环境限制和飞行约束条件，从整体上制定最优参考路径并装订特殊任务。这是一种预先的、全局性的规划。2、在线规划：指在飞行过程中，根据实时获取的环境信息动态调整路径，但通常不涉及“从整体上制定最优参考路径”。3.飞行中重规划：指在飞行过程中，由于环境变化或任务调整，重新规划路径，属于局部动态调整。题目描述明确提到“从整体上制定最优参考路径并装订特殊任务”，这与“飞行前预规划”的定义完全吻合。,1,33,raw-bank/无人机任务规划.docx#第33题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""在线规划""}, {""optionCode"": ""B"", ""optionContent"": ""飞行中重规划""}, {""optionCode"": ""C"", ""optionContent"": ""飞行前预规划""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""33._____即根据既定任务，结合环境限制与飞行约束条件，从整体上制定最优参考路径并装订特殊任务。[1分]"", ""A.在线规划"", ""B.飞行中重规划"", ""C.飞行前预规划"", ""参考答案：C"", ""解析："", ""1、飞行前预规划：指在飞行任务开始前，根据既定任务、环境限制和飞行约束条件，从整体上制定最优参考路径并装订特殊任务。这是一种预先的、全局性的规划。2、在线规划：指在飞行过程中，根据实时获取的环境信息动态调整路径，但通常不涉及“从整体上制定最优参考路径”。3.飞行中重规划：指在飞行过程中，由于环境变化或任务调整，重新规划路径，属于局部动态调整。题目描述明确提到“从整体上制定最优参考路径并装订特殊任务”，这与“飞行前预规划”的定义完全吻合。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第34题,mission_planning,Q-MISSION-0034,single_choice,_____即根据飞行过程中遇到的突发状况，如地形、气象变化、未知限飞禁飞因素等，局部动态的调整飞行路径或 改变动作任务[1分],B,在线规划：通常指在飞行前或飞行初期根据已有信息进行的路径规划，不强调实时动态调整。飞行中重规划：指在飞行过程中遇到突发状况（如地形变化、气象突变等）时，实时动态调整飞行路径或任务，符合题目描述。飞行前预规划：指在飞行前根据已知信息预先制定的固定路径或任务，无法应对飞行中的突发状况。题目明确提到“飞行过程中遇到的突发状况”和“局部动态调整”，因此正确答案是“飞行中重规划”。,1,34,raw-bank/无人机任务规划.docx#第34题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""在线规划""}, {""optionCode"": ""B"", ""optionContent"": ""飞行中重规划""}, {""optionCode"": ""C"", ""optionContent"": ""飞行前预规划""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""34._____即根据飞行过程中遇到的突发状况，如地形、气象变化、未知限飞禁飞因素等，局部动态的调整飞行路径或 改变动作任务[1分]"", ""A.在线规划"", ""B.飞行中重规划"", ""C.飞行前预规划"", ""参考答案：B"", ""解析："", ""在线规划：通常指在飞行前或飞行初期根据已有信息进行的路径规划，不强调实时动态调整。飞行中重规划：指在飞行过程中遇到突发状况（如地形变化、气象突变等）时，实时动态调整飞行路径或任务，符合题目描述。飞行前预规划：指在飞行前根据已知信息预先制定的固定路径或任务，无法应对飞行中的突发状况。题目明确提到“飞行过程中遇到的突发状况”和“局部动态调整”，因此正确答案是“飞行中重规划”。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第35题,mission_planning,Q-MISSION-0035,single_choice,_____的内容包括出发地点、途经地点、目的地点的位置信息、飞行高度速度和需要到达的时间段。[1分],A,航线规划是指对飞行任务的整体路径进行设计，包括确定出发地点、途经地点、目的地点的位置信息，以及规定飞行高度、速度和需要到达的时间段。航迹规划更侧重于具体的飞行轨迹，而任务规划则包含更广泛的任务目标和要求。,1,35,raw-bank/无人机任务规划.docx#第35题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""航线规划""}, {""optionCode"": ""B"", ""optionContent"": ""航迹规划""}, {""optionCode"": ""C"", ""optionContent"": ""任务规划""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""35._____的内容包括出发地点、途经地点、目的地点的位置信息、飞行高度速度和需要到达的时间段。[1分]"", ""A.航线规划"", ""B.航迹规划"", ""C.任务规划"", ""参考答案：A"", ""解析："", ""航线规划是指对飞行任务的整体路径进行设计，包括确定出发地点、途经地点、目的地点的位置信息，以及规定飞行高度、速度和需要到达的时间段。航迹规划更侧重于具体的飞行轨迹，而任务规划则包含更广泛的任务目标和要求。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第36题,mission_planning,Q-MISSION-0036,single_choice,__应具备的功能包括：标准飞行轨道生成功能，常规的飞行航线生成、管理功能[1分],A,航线规划主要负责飞行轨道和航线的生成与管理。航迹规划侧重于飞行器实际飞行轨迹的规划。任务规划则是对整个飞行任务的安排。所以具备标准飞行轨道生成功能和常规飞行航线生成、管理功能的是航线规划。,1,36,raw-bank/无人机任务规划.docx#第36题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""航线规划""}, {""optionCode"": ""B"", ""optionContent"": ""航迹规划""}, {""optionCode"": ""C"", ""optionContent"": ""任务规划""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""36.__应具备的功能包括：标准飞行轨道生成功能，常规的飞行航线生成、管理功能[1分]"", ""A.航线规划"", ""B.航迹规划"", ""C.任务规划"", ""参考答案：A"", ""解析："", ""航线规划主要负责飞行轨道和航线的生成与管理。航迹规划侧重于飞行器实际飞行轨迹的规划。任务规划则是对整个飞行任务的安排。所以具备标准飞行轨道生成功能和常规飞行航线生成、管理功能的是航线规划。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第37题,mission_planning,Q-MISSION-0037,single_choice,任务规划时还要考虑______，即应急航线[1分][1分],C,任务规划时需要考虑各种可能出现的异常情况，以确保任务的安全性和可靠性。应急航线是指在任务执行过程中，遇到异常情况时所采取的应急措施。根据参考资料，应急航线即异常应急措施。,1,37,raw-bank/无人机任务规划.docx#第37题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""紧急迫降措施""}, {""optionCode"": ""B"", ""optionContent"": ""安全返航措施""}, {""optionCode"": ""C"", ""optionContent"": ""异常应急措施""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""37.任务规划时还要考虑______，即应急航线[1分][1分]"", ""A.紧急迫降措施"", ""B.安全返航措施"", ""C.异常应急措施"", ""参考答案：C"", ""解析："", ""任务规划时需要考虑各种可能出现的异常情况，以确保任务的安全性和可靠性。应急航线是指在任务执行过程中，遇到异常情况时所采取的应急措施。根据参考资料，应急航线即异常应急措施。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第38题,mission_planning,Q-MISSION-0038,single_choice,应急航线的主要目的是确保飞机安全返航，规划一条安全返航通道和 __ ，以及 _[1分],B,应急航线的主要目的是确保飞机在遇到紧急情况时能够安全返航，其规划内容包括一条安全返航通道、应急迫降点以及航线转移策略。,1,38,raw-bank/无人机任务规划.docx#第38题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""安全着陆点，安全着陆策略""}, {""optionCode"": ""B"", ""optionContent"": ""应急迫降点，航线转移策略""}, {""optionCode"": ""C"", ""optionContent"": ""应急迫降点，安全返航策略""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""38.应急航线的主要目的是确保飞机安全返航，规划一条安全返航通道和 __ ，以及 _[1分]"", ""A.安全着陆点，安全着陆策略"", ""B.应急迫降点，航线转移策略"", ""C.应急迫降点，安全返航策略"", ""参考答案：B"", ""解析："", ""应急航线的主要目的是确保飞机在遇到紧急情况时能够安全返航，其规划内容包括一条安全返航通道、应急迫降点以及航线转移策略。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第39题,mission_planning,Q-MISSION-0039,single_choice,_____是指从航线上的任意点转入安全返航通道或从安全返航通道转向应急迫降点或机场。[1分],B,题目描述的是飞机在紧急情况下从航线上任意点转入安全返航通道，或从安全返航通道转向应急迫降点/机场的过程，这一动态调整航线的操作称为“航线转移策略”。,1,39,raw-bank/无人机任务规划.docx#第39题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""安全着陆策略""}, {""optionCode"": ""B"", ""optionContent"": ""航线转移策略""}, {""optionCode"": ""C"", ""optionContent"": ""安全返航策略""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""39._____是指从航线上的任意点转入安全返航通道或从安全返航通道转向应急迫降点或机场。[1分]"", ""A.安全着陆策略"", ""B.航线转移策略"", ""C.安全返航策略"", ""参考答案：B"", ""解析："", ""题目描述的是飞机在紧急情况下从航线上任意点转入安全返航通道，或从安全返航通道转向应急迫降点/机场的过程，这一动态调整航线的操作称为“航线转移策略”。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第40题,mission_planning,Q-MISSION-0040,single_choice,_____是指综合考虑无人机系统本身的约束条件、目标任务需求和应急情况设定，合理设置地面站与无人机的配比 关系，科学部署工作地域内的各种无人机地面站，制定突发情况下的无人机工作方案。[1分],C,题目描述的内容包括：1、综合考虑无人机系统的约束、任务需求和应急情况；2、合理设置地面站与无人机的配比；3、科学部署地面站；4、制定突发情况下的工作方案。这些都属于“系统保障与应急预案规划”的范畴，强调在正常和应急情况下的系统性规划。,1,40,raw-bank/无人机任务规划.docx#第40题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""系统保障与维护预案规划""}, {""optionCode"": ""B"", ""optionContent"": ""系统保障与安全措施规划""}, {""optionCode"": ""C"", ""optionContent"": ""系统保障与应急预案规划""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""40._____是指综合考虑无人机系统本身的约束条件、目标任务需求和应急情况设定，合理设置地面站与无人机的配比 关系，科学部署工作地域内的各种无人机地面站，制定突发情况下的无人机工作方案。[1分]"", ""A.系统保障与维护预案规划"", ""B.系统保障与安全措施规划"", ""C.系统保障与应急预案规划"", ""参考答案：C"", ""解析："", ""题目描述的内容包括：1、综合考虑无人机系统的约束、任务需求和应急情况；2、合理设置地面站与无人机的配比；3、科学部署地面站；4、制定突发情况下的工作方案。这些都属于“系统保障与应急预案规划”的范畴，强调在正常和应急情况下的系统性规划。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第41题,mission_planning,Q-MISSION-0041,single_choice,可能需要处置的危机情况不包括：______[1分],B,题目问的是“可能需要处置的危机情况”，即对飞行安全构成直接威胁的紧急状况：,1,41,raw-bank/无人机任务规划.docx#第41题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""动力装置故障""}, {""optionCode"": ""B"", ""optionContent"": ""任务设备故障""}, {""optionCode"": ""C"", ""optionContent"": ""舵面故障""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""41.可能需要处置的危机情况不包括：______[1分]"", ""A.动力装置故障"", ""B.任务设备故障"", ""C.舵面故障"", ""参考答案：B"", ""解析："", ""题目问的是“可能需要处置的危机情况”，即对飞行安全构成直接威胁的紧急状况：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第42题,mission_planning,Q-MISSION-0042,single_choice,可能需要处置的紧急情况不包括：[1分],A,根据参考资料，正确答案是A. 飞控系统故障。这是因为飞控系统故障会直接影响飞行器的控制能力，属于最需要立即处置的紧急情况。而上行通讯链路故障和控制站显示系统故障虽然会影响操作，但不直接危及飞行安全。,1,42,raw-bank/无人机任务规划.docx#第42题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""飞控系统故障""}, {""optionCode"": ""B"", ""optionContent"": ""上行通讯链路故障""}, {""optionCode"": ""C"", ""optionContent"": ""控制站显示系统故障""}]","{""correctAnswer"": ""A""}","{""sourceLines"": [""42.可能需要处置的紧急情况不包括：[1分]"", ""A.飞控系统故障"", ""B.上行通讯链路故障"", ""C.控制站显示系统故障"", ""参考答案：A"", ""解析："", ""根据参考资料，正确答案是A. 飞控系统故障。这是因为飞控系统故障会直接影响飞行器的控制能力，属于最需要立即处置的紧急情况。而上行通讯链路故障和控制站显示系统故障虽然会影响操作，但不直接危及飞行安全。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第43题,mission_planning,Q-MISSION-0043,single_choice,可能需要执行的应急程序不包括：______[1分],C,题目问的是“可能需要执行的应急程序”，即在紧急情况下为保障飞行安全而采取的关键操作。分析选项：,1,43,raw-bank/无人机任务规划.docx#第43题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""动力装置重启操作""}, {""optionCode"": ""B"", ""optionContent"": ""备份系统切换操作""}, {""optionCode"": ""C"", ""optionContent"": ""导航系统重启操作""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""43.可能需要执行的应急程序不包括：______[1分]"", ""A.动力装置重启操作"", ""B.备份系统切换操作"", ""C.导航系统重启操作"", ""参考答案：C"", ""解析："", ""题目问的是“可能需要执行的应急程序”，即在紧急情况下为保障飞行安全而采取的关键操作。分析选项：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第44题,mission_planning,Q-MISSION-0044,single_choice,无人机飞行员在操纵飞机平飞时，遇到强烈的垂直上升气流时，为了防止过载超规定[1分],C,当无人机遇到强烈的垂直上升气流时，突然增加油门（A）或刻意增大上升率（B）可能导致过载（G力）超出机体限制，威胁结构安全。适当减小飞行速度（C）可降低机翼迎角和瞬时载荷，是防止过载超限的安全操作。,1,44,raw-bank/无人机任务规划.docx#第44题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""加大油门迅速脱离""}, {""optionCode"": ""B"", ""optionContent"": ""以最大上升率增大高度""}, {""optionCode"": ""C"", ""optionContent"": ""适当减小飞行速度""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""44.无人机飞行员在操纵飞机平飞时，遇到强烈的垂直上升气流时，为了防止过载超规定[1分]"", ""A.加大油门迅速脱离"", ""B.以最大上升率增大高度"", ""C.适当减小飞行速度"", ""参考答案：C"", ""解析："", ""当无人机遇到强烈的垂直上升气流时，突然增加油门（A）或刻意增大上升率（B）可能导致过载（G力）超出机体限制，威胁结构安全。适当减小飞行速度（C）可降低机翼迎角和瞬时载荷，是防止过载超限的安全操作。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第45题,mission_planning,Q-MISSION-0045,single_choice,多轴飞行器的操作不包括[1分],C,A、俯仰操纵 —— 多轴飞行器通过调整前后电机的转速差实现俯仰（前后倾斜）运动，属于基本操作。,1,45,raw-bank/无人机任务规划.docx#第45题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""俯仰操纵""}, {""optionCode"": ""B"", ""optionContent"": ""航向操纵""}, {""optionCode"": ""C"", ""optionContent"": ""周期变距""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""45.多轴飞行器的操作不包括[1分]"", ""A.俯仰操纵"", ""B.航向操纵"", ""C.周期变距"", ""参考答案：C"", ""解析："", ""A、俯仰操纵 —— 多轴飞行器通过调整前后电机的转速差实现俯仰（前后倾斜）运动，属于基本操作。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第46题,mission_planning,Q-MISSION-0046,single_choice,多轴飞行器飞行时，使用哪种模式，飞行员压力最大[1分],C,多轴飞行器的操控模式对飞行员压力影响如下：,1,46,raw-bank/无人机任务规划.docx#第46题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""GPS 模式""}, {""optionCode"": ""B"", ""optionContent"": ""增稳模式""}, {""optionCode"": ""C"", ""optionContent"": ""手动模式""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""46.多轴飞行器飞行时，使用哪种模式，飞行员压力最大[1分]"", ""A.GPS 模式"", ""B.增稳模式"", ""C.手动模式"", ""参考答案：C"", ""解析："", ""多轴飞行器的操控模式对飞行员压力影响如下：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第47题,mission_planning,Q-MISSION-0047,single_choice,使用多旋翼飞行器，作业过程中，必须紧急返航的情况是[1分],B,在多旋翼飞行器作业中，以下情况需紧急返航：,1,47,raw-bank/无人机任务规划.docx#第47题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""距离过远，高度过高，超出视线范围""}, {""optionCode"": ""B"", ""optionContent"": ""监视器显示无人机电池电量过低""}, {""optionCode"": ""C"", ""optionContent"": ""图传监视器有干扰不稳定""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""47.使用多旋翼飞行器，作业过程中，必须紧急返航的情况是[1分]"", ""A.距离过远，高度过高，超出视线范围"", ""B.监视器显示无人机电池电量过低"", ""C.图传监视器有干扰不稳定"", ""参考答案：B"", ""解析："", ""在多旋翼飞行器作业中，以下情况需紧急返航：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第48题,mission_planning,Q-MISSION-0048,single_choice,多旋翼在前飞过程中必然会产生_______变化[1分],C,多旋翼飞行器在前飞时，需通过调整电机动力使机体前倾（即产生俯仰角），以将部分旋翼升力转化为前向推力。这是实现前飞的必然动作：,1,48,raw-bank/无人机任务规划.docx#第48题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""偏航角""}, {""optionCode"": ""B"", ""optionContent"": ""横滚角""}, {""optionCode"": ""C"", ""optionContent"": ""俯仰角""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""48.多旋翼在前飞过程中必然会产生_______变化[1分]"", ""A.偏航角"", ""B.横滚角"", ""C.俯仰角"", ""参考答案：C"", ""解析："", ""多旋翼飞行器在前飞时，需通过调整电机动力使机体前倾（即产生俯仰角），以将部分旋翼升力转化为前向推力。这是实现前飞的必然动作：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第49题,mission_planning,Q-MISSION-0049,single_choice,从机尾向机头方向看去，顺时针旋转螺旋桨飞机的扭距使飞机 ^[1分],B,根据螺旋桨扭矩效应（牛顿第三定律）：顺时针旋转的螺旋桨（从机尾向机头看）会产生一个反向扭矩，使飞机机身逆时针方向旋转（即向左滚转）。这是固定翼/螺旋桨飞机的经典物理现象，需通过方向舵或副翼修正。,1,49,raw-bank/无人机任务规划.docx#第49题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""向下低头""}, {""optionCode"": ""B"", ""optionContent"": ""向左滚转""}, {""optionCode"": ""C"", ""optionContent"": ""向上抬头""}]","{""correctAnswer"": ""B""}","{""sourceLines"": [""49.从机尾向机头方向看去，顺时针旋转螺旋桨飞机的扭距使飞机 ^[1分]"", ""A.向下低头"", ""B.向左滚转"", ""C.向上抬头"", ""参考答案：B"", ""解析："", ""根据螺旋桨扭矩效应（牛顿第三定律）：顺时针旋转的螺旋桨（从机尾向机头看）会产生一个反向扭矩，使飞机机身逆时针方向旋转（即向左滚转）。这是固定翼/螺旋桨飞机的经典物理现象，需通过方向舵或副翼修正。""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第50题,mission_planning,Q-MISSION-0050,single_choice,无人机系统中，起降操作手一般不参与哪个阶段控制：[1分],C,无人机操作手的职责分工通常如下：,1,50,raw-bank/无人机任务规划.docx#第50题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""起飞阶段""}, {""optionCode"": ""B"", ""optionContent"": ""降落阶段""}, {""optionCode"": ""C"", ""optionContent"": ""巡航阶段""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""50.无人机系统中，起降操作手一般不参与哪个阶段控制：[1分]"", ""A.起飞阶段"", ""B.降落阶段"", ""C.巡航阶段"", ""参考答案：C"", ""解析："", ""无人机操作手的职责分工通常如下：""], ""sourceFile"": ""无人机任务规划.docx""}"
20260513-batch-real-001,raw-bank/无人机任务规划.docx,第51题,mission_planning,Q-MISSION-0051,single_choice,无人机定高平飞时，驾驶员面对地面站界面：[1分],C,尽管无人机在定高平飞时具备一定的自主控制能力，驾驶员仍需：持续监控飞行状态（如俯仰角、坡度），以防传感器故障或外界干扰（如突风）；随时准备接管操作，应对突发情况（如避障、通讯中断）；A、B选项的“放松”或“短暂休息”不符合安全操作规范，易导致响应延迟。,1,51,raw-bank/无人机任务规划.docx#第51题,parsed,,"[{""optionCode"": ""A"", ""optionContent"": ""切至自主控制模式，尽可放松休息""}, {""optionCode"": ""B"", ""optionContent"": ""短暂休息，偶尔关注一下飞机状态""}, {""optionCode"": ""C"", ""optionContent"": ""密切判断飞机的俯仰状态和有无坡度""}]","{""correctAnswer"": ""C""}","{""sourceLines"": [""51.无人机定高平飞时，驾驶员面对地面站界面：[1分]"", ""A.切至自主控制模式，尽可放松休息"", ""B.短暂休息，偶尔关注一下飞机状态"", ""C.密切判断飞机的俯仰状态和有无坡度"", ""参考答案：C"", ""解析："", ""尽管无人机在定高平飞时具备一定的自主控制能力，驾驶员仍需：持续监控飞行状态（如俯仰角、坡度），以防传感器故障或外界干扰（如突风）；随时准备接管操作，应对突发情况（如避障、通讯中断）；A、B选项的“放松”或“短暂休息”不符合安全操作规范，易导致响应延迟。""], ""sourceFile"": ""无人机任务规划.docx""}"
