condition_id,occurrence_id,condition_template_id,case_id,question_bank_id,chunk_id,batch,source_version,question_type,exam_date,exam_site,source_docx,source_page,source_row_index,condition_index,condition_marker,condition_type,raw_text,normalized_values,units,waypoint_refs,latlon_text,angle_values,speed_values,height_values,distance_values,quality_flags
gcond_6a7b101870ba,gcond_6a7b101870ba,gctpl_20ca337c7d7f,gsec_7683a410334c,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_5,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,6,5,5,3、,other,2点位于3点西偏北70 方向,2;3;70,,,,,,,,
gcond_526b61688587,gcond_526b61688587,gctpl_8f24538facc2,gsec_59ee935d87d8,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_6,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,7,1,1,(一),speed_height;turn_hold_loop;bearing_angle;geometry;takeoff_return,"与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个闭合图形并循环 执行，各点之间距离不小于20米，①点相对地面高度为a，②点相 对地面高度为b,③点相对地面高度为c,④点相对地面高度为d, 水平速度为f，∠①=∠②=∠③=∠④=45°，转弯模式为停止转弯， 停留时间不作要求；",20;45,°;度;米,起飞点;①;②;③;④;①;②;③;④,,45°,,20米,20米,
gcond_0a869b35a22d,gcond_0a869b35a22d,gctpl_89ca33d2124a,gsec_59ee935d87d8,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_6,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,7,2,2,(二),speed_height;bearing_angle,"a值为20米，b值为25米，c值为30m,d值为 25m,f值为3m/s。(航线方位及各数值可由委任代表按实际情况 进行调整，考题以委任代表规定数值为准)",20;25;30;25;3,m;m/s;米,,,,3m/s,25m,,
gcond_ed0f164bbc70,gcond_ed0f164bbc70,gctpl_0398c82fb884,gsec_59ee935d87d8,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_6,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,7,3,3,1、,coordinate;geometry,"航点1经纬度： N:29°15′50"" E:120.456789° (保留小数点后6位)",1;29;15;50;120.456789;6,°;度,,"N:29°15′50"";E:120.456789",29°;120.456789°,,,,
gcond_820ac593ddd0,gcond_820ac593ddd0,gctpl_12bb9708e1e0,gsec_59ee935d87d8,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_6,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,7,4,4,2、,restriction;geometry,因地形限制，飞机需从起飞 点先向东飞行100米，再向 北飞行300米，到达图形1点,100;300;1,米,,,,,,100米;300米,
gcond_6af951a3f3f2,gcond_6af951a3f3f2,gctpl_5a540721074d,gsec_59ee935d87d8,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_6,2026H1,2026H1,空域限制或地形限制题型,2026-04-07,江西01考场,空域限制或地形限制题-考试条件提取.docx,7,5,5,3、,geometry,图形航点2在图形航点1的 南偏东25°方向,2;1;25,°,,,25°,,,,
gcond_55bb8494d510,gcond_55bb8494d510,gctpl_080c49eab36e,gsec_ab44b8f2586d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_7,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,吉林01考场,空域限制或地形限制题-考试条件提取.docx,8,1,1,(一),coordinate;speed_height;turn_hold_loop;bearing_angle;geometry,"与 的相对方位由委任代表根 据现场环境等情况进行决定。按图规划一个闭合的任务航线不循环 执行，①③、②③、②④、①④边长为300米，①点相对地面高度为 a,②点相对地面高度为b,③点相对地面高度为c，④点相对地面 高度为d，水平速度为e，垂直速度为f，转弯模式为停止转弯， 停留时间2s;",300;2,s;度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
gcond_4464b919711c,gcond_4464b919711c,gctpl_ef11846ede82,gsec_ab44b8f2586d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_7,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,吉林01考场,空域限制或地形限制题-考试条件提取.docx,8,2,2,(二),coordinate;speed_height,"a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s。",20;25;30;20;2;2,m;m/s;米,,,,2m/s;2m/s,,,
gcond_bef43325acf5,gcond_bef43325acf5,gctpl_d7d52300502f,gsec_ab44b8f2586d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_7,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,吉林01考场,空域限制或地形限制题-考试条件提取.docx,8,3,3,1、,coordinate;takeoff_return,"起飞点经纬度： N:28°39'30"" E:115°56′47”",28;39;30;115;56;47,°;度,起飞点,"N:28°39'30"";E:115°56′47”",28°;115°,,,,
gcond_fd6aa9911080,gcond_fd6aa9911080,gctpl_84d9776b3914,gsec_ab44b8f2586d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_7,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,吉林01考场,空域限制或地形限制题-考试条件提取.docx,8,4,4,2、,restriction;geometry;takeoff_return,由于空域限制，飞机 不能由起飞点直飞任务航 线的航点1，需由起飞点 起飞先向西南方向平飞 1200米，再向东南方向 平飞500米，到达任务航 线的航点1。,1;1200;500;1,米,起飞点;起飞点,,,,,1200米;500米,
gcond_29f88d3eaacc,gcond_29f88d3eaacc,gctpl_132355033ba4,gsec_ab44b8f2586d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_7,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,吉林01考场,空域限制或地形限制题-考试条件提取.docx,8,5,5,3、,bearing_angle;geometry,如图所以任务航点3- 4航向角15°,3;4;15,°,,,15°,,,,ocr_possible_typo
gcond_c6db79904a8c,gcond_c6db79904a8c,gctpl_6e00d9dcdfae,gsec_0f789b340e20,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_8,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,9,1,1,1、,coordinate;takeoff_return,起飞点经纬度：N:28°39’30”E:115°56’32”,28;39;30;115;56;32,°;度,起飞点,N:28°39’30”;E:115°56’32”,28°;115°,,,,
gcond_06c81d09434d,gcond_06c81d09434d,gctpl_ed4cc283f69b,gsec_0f789b340e20,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_8,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,9,2,2,2、,bearing_angle;restriction;geometry;takeoff_return,由于环境限制，飞机不能由起飞点直飞任务航线的航点1，需先向 正东方向平飞1000米，再向135°方向平飞500米，到达任务航线的航 点1，任务航线的航点2到航点3航向角45°。,1;1000;135;500;1;2;3;45,°;米,起飞点,,135°;45°,,500米,1000米;500米,
gcond_c256749e0604,gcond_c256749e0604,gctpl_b5bb3feff3a4,gsec_0f789b340e20,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_8,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,9,3,3,3、,speed_height;turn_hold_loop;bearing_angle;geometry,"如上图所示，任务航线规划一个等边三角形，边长为a,所有航线 相对地面高度为b，水平速度为c，垂直速度为d，所有航点转弯方 式为停止转弯，停留时间3s;",3,s;度,,,,,,,
gcond_bfd3b45cf292,gcond_bfd3b45cf292,gctpl_ce8f81da2110,gsec_0f789b340e20,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_8,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,9,4,4,4、,speed_height,"a值为80米，b值为20米，c值为3m/s,d值为2m/s。",80;20;3;2,m/s;米,,,,3m/s;2m/s,,,
gcond_d9214efad6ab,gcond_d9214efad6ab,gctpl_de81fb8e5c9c,gsec_2fb3f13d611b,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_9,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,10,1,1,(一),speed_height;turn_hold_loop;bearing_angle;geometry,规划一个闭合等边三角形并循环执行，边长为a，所有航线相对地 面高度为b，水平速度为c，垂直速度为d，转弯方式为停止转弯，停留时间 为f;,,度,,,,,,,
gcond_2159cae0f2ca,gcond_2159cae0f2ca,gctpl_ac70c2444f71,gsec_2fb3f13d611b,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_9,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,10,2,2,(二),speed_height,"a值为100米，b值为50米，c值为5m/s,d值为2m/s,f值为 8so",100;50;5;2;8,m/s;s;米,,,,5m/s;2m/s,,,
gcond_e4ce736323b3,gcond_e4ce736323b3,gctpl_d7523450a0d6,gsec_2fb3f13d611b,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_9,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,10,3,3,二、,coordinate;bearing_angle;restriction;geometry;takeoff_return,由于空域限制， 飞机不能由起飞点直 飞任务航线的航点1， 需先向SE方向平飞 1000米，再向SW方向 平飞500米，到达任务 航线的航点1。,1;1000;500;1,S;米,起飞点,,,,500米,1000米;500米,
gcond_fa4b82f9d63d,gcond_fa4b82f9d63d,gctpl_7bcaea81cd49,gsec_2fb3f13d611b,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_9,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,10,4,4,三、,bearing_angle;geometry,航点3-2航向角为 南偏西15°,3;2;15,°,,,15°,,,,
gcond_873d087df2c7,gcond_873d087df2c7,gctpl_22793326193a,gsec_999d919289d7,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_10,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,11,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"按图规划一个闭合的任务航线不循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间为4s；",300;4,s;度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
gcond_dbbac222a0f8,gcond_dbbac222a0f8,gctpl_f46358155522,gsec_999d919289d7,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_10,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,11,2,2,(二),coordinate;speed_height,"a值为30米，b值为35米，c值为40m,d值为25m, e值为2m/s,f值为2m/s。",30;35;40;25;2;2,m;m/s;米,,,,2m/s;2m/s,,,
gcond_c666c566d2eb,gcond_c666c566d2eb,gctpl_410f4e1b33b0,gsec_999d919289d7,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_10,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,11,3,3,一、,coordinate;takeoff_return,"起飞点经纬度： N:28°09′10"" E:115°26′52”",28;09;10;115;26;52,°;度,起飞点,"N:28°09′10"";E:115°26′52”",28°;115°,,,,
gcond_97a4c0088501,gcond_97a4c0088501,gctpl_2f1746dd4b1a,gsec_999d919289d7,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_10,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,11,4,4,二：,restriction;geometry;takeoff_return,由于空域限制，飞机不 任务航线示意图： 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 西南方向平飞1200米，再向 东南方向平飞500米，到达任 务航线的航点1。,1;1200;500;1,米,起飞点;起飞点,,,,500米,1200米;500米,
gcond_bbf11bdcbf71,gcond_bbf11bdcbf71,gctpl_bc93ec013835,gsec_999d919289d7,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_10,2026H1,2026H1,空域限制或地形限制题型,2026-04-08,广东02考场,空域限制或地形限制题-考试条件提取.docx,11,5,5,三：,bearing_angle;geometry,如图所示任务航点3到4 航向角105°,3;4;105,°,,,105°,,,,
gcond_0b93ac60822e,gcond_0b93ac60822e,gctpl_c635250ce5b2,gsec_7101a2317192,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_11,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,12,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"按图规划一个如上图所示的任务航线，航线闭合不循环， ①③、②③、②④、①④边长为300米，①点相对地面高度为a,② 点相对地面高度为b，③点相对地面高度为c，④点相对地面高度 为d，水平速度为e，垂直速度为f，转弯模式为协调转弯；",300,度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
gcond_f45a9d20e78e,gcond_f45a9d20e78e,gctpl_a18207c4d8e7,gsec_7101a2317192,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_11,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,12,2,2,(二),coordinate;speed_height,"a值为30米，b值为35米，c值为40m,d值为25m, e值为6m/s,f值为3m/s。",30;35;40;25;6;3,m;m/s;米,,,,6m/s;3m/s,,,
gcond_a2ea5eb5ca02,gcond_a2ea5eb5ca02,gctpl_5f4b3bc572f0,gsec_7101a2317192,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_11,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,12,3,3,一、,coordinate;takeoff_return,"起飞点经纬度： N28°09′10"" E:115°2652”",28;09;10;115;2652,°;度,起飞点,"N28°09′10"";E:115°2652”",28°;115°,,,,
gcond_d76ff76f2a44,gcond_d76ff76f2a44,gctpl_84d9776b3914,gsec_7101a2317192,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_11,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,12,4,4,二、,restriction;geometry;takeoff_return,由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 西南方向平飞1200米，再向 东南方向平飞500米，到达任 务航线的航点1。,1;1200;500;1,米,起飞点;起飞点,,,,500米,1200米;500米,
gcond_19491caa0575,gcond_19491caa0575,gctpl_2fdf03e0fb47,gsec_7101a2317192,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_11,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,12,5,5,三、,bearing_angle;geometry,如图所示任务航线第3点 到第4点航向角西偏南25度,3;4;25,度,,,西偏南25度,,,,
gcond_e58e5f465b80,gcond_e58e5f465b80,gctpl_cbd3bcfe3985,gsec_6e781c206b94,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_12,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,13,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"按图规划一个如上图所示的任务航线，航线循环执行， ①③、②③、②④、①④边长为300米，①点相对地面高度为a,② 点相对地面高度为b，③点相对地面高度为c，④点相对地面高度 为d，水平速度为e，垂直速度为f，转弯模式为协调转弯；",300,度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
gcond_ac31dbd7db25,gcond_ac31dbd7db25,gctpl_a18207c4d8e7,gsec_6e781c206b94,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_12,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,13,2,2,(二),coordinate;speed_height,"a值为30米，b值为35米，c值为40m,d值为25m, e值为6m/s,f值为3m/s。",30;35;40;25;6;3,m;m/s;米,,,,6m/s;3m/s,,,
gcond_98b763d56865,gcond_98b763d56865,gctpl_9a47ac492221,gsec_6e781c206b94,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_12,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,13,3,3,一、,coordinate;takeoff_return,"起飞点经纬度： N:26°12'16” E:117°29'57""",26;12;16;117;29;57,°;度,起飞点,"N:26°12'16”;E:117°29'57""",26°;117°,,,,
gcond_c12fb94a4d39,gcond_c12fb94a4d39,gctpl_cebe49f8088a,gsec_6e781c206b94,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_12,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,13,4,4,二：,bearing_angle;restriction;geometry;takeoff_return,由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 正南方向平飞1500米，再向 正西方向平飞600米，到达任 务航线的航点1。,1;1500;600;1,米,起飞点;起飞点,,,,600米,1500米;600米,
gcond_12a63641cd52,gcond_12a63641cd52,gctpl_1f47e4d7a1a0,gsec_6e781c206b94,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_12,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,四川01考场,空域限制或地形限制题-考试条件提取.docx,13,5,5,三：,bearing_angle;geometry,如图所示任务航线第3点 到第4点航向角南偏东55°,3;4;55,°,,,55°,,,,
gcond_b5df6c760e24,gcond_b5df6c760e24,gctpl_4bf536fffd45,gsec_44c8608f49fc,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_13,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,湖北04考场,空域限制或地形限制题-考试条件提取.docx,14,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"按图规划一个闭合的任务航线不循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间4s;",300;4,s;度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
gcond_4521817210c9,gcond_4521817210c9,gctpl_f46358155522,gsec_44c8608f49fc,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_13,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,湖北04考场,空域限制或地形限制题-考试条件提取.docx,14,2,2,(二),coordinate;speed_height,"a值为30米，b值为35米，c值为40m,d值为25m, e值为2m/s,f值为2m/s。",30;35;40;25;2;2,m;m/s;米,,,,2m/s;2m/s,,,
gcond_63cba773bf02,gcond_63cba773bf02,gctpl_0036f61cb77c,gsec_44c8608f49fc,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_13,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,湖北04考场,空域限制或地形限制题-考试条件提取.docx,14,3,3,一、,coordinate;takeoff_return,起飞点经纬度： N:28°09′30” E:115°06′12”,28;09;30;115;06;12,°;度,起飞点,N:28°09′30”;E:115°06′12”,28°;115°,,,,
gcond_dcc361a7ed77,gcond_dcc361a7ed77,gctpl_84d9776b3914,gsec_44c8608f49fc,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_13,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,湖北04考场,空域限制或地形限制题-考试条件提取.docx,14,4,4,二：,restriction;geometry;takeoff_return,由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 西南方向平飞1200米，再向 东南方向平飞500米，到达任 务航线的航点1。,1;1200;500;1,米,起飞点;起飞点,,,,500米,1200米;500米,
gcond_45e83e2f7542,gcond_45e83e2f7542,gctpl_5a422d918f42,gsec_44c8608f49fc,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_13,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,湖北04考场,空域限制或地形限制题-考试条件提取.docx,14,5,5,三：,bearing_angle;geometry,如图所示任务航点第3点 到第4点航向角65°,3;4;65,°,,,65°,,,,
gcond_6e68f279387b,gcond_6e68f279387b,gctpl_3a5874ca88c1,gsec_f6594ae89999,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_14,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,15,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b，④⑤⑥航点相对地面高度为c，水平速度为d, 垂直速度为e,转弯方式为停止转弯，各点停留时间为f；",,度,①;②;③;④;⑤;⑥,,,,,,
gcond_3e8c218f6116,gcond_3e8c218f6116,gctpl_d7eaf440dbc8,gsec_f6594ae89999,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_14,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,15,2,2,(二),coordinate;speed_height,"a值为300米，b值为30米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。",300;30;25;4;2;2,m;m/s;s;米,,,,4m/s;2m/s,,,
gcond_c0d042593520,gcond_c0d042593520,gctpl_3ff07698ff1e,gsec_f6594ae89999,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_14,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,15,3,3,一、,coordinate;takeoff_return,起飞点经纬度： 3 5 N:36.1217° E:114.3247°,3;5;36.1217;114.3247,°;度,起飞点;3;5,N:36.1217;E:114.3247,36.1217°;114.3247°,,,,
gcond_91f2b12560b2,gcond_91f2b12560b2,gctpl_cdd35259c99e,gsec_f6594ae89999,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_14,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,15,4,4,二、,coordinate;bearing_angle;restriction;geometry;takeoff_return,由于空域限制，飞 机不能由起飞点直飞任 务航线的航点1，需先向 SW方向平飞380米，再 向NW方向平飞670米， 到达任务航线的航点1。,1;380;670;1,S;米,起飞点,,,,670米,380米;670米,
gcond_b59aaaab6414,gcond_b59aaaab6414,gctpl_f5919aa345ff,gsec_f6594ae89999,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_14,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,15,5,5,三、,bearing_angle;geometry,"当地风向：SW, 航点3→2航向为逆风",3;2,S,,,,,,,
gcond_46369e39a72b,gcond_46369e39a72b,gctpl_3a5874ca88c1,gsec_ac6f5706990d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_15,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,16,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b，④⑤⑥航点相对地面高度为c，水平速度为d, 垂直速度为e,转弯方式为停止转弯，各点停留时间为f;",,度,①;②;③;④;⑤;⑥,,,,,,
gcond_ee76c0765256,gcond_ee76c0765256,gctpl_38ba160ee433,gsec_ac6f5706990d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_15,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,16,2,2,(二),coordinate;speed_height,"a值为300米，b值为30米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。 蛋n老计出洁· 不通计 老古然之·",300;30;25;4;2;2,m;m/s;s;米,,,,4m/s;2m/s,,,
gcond_43a9ff1562fb,gcond_43a9ff1562fb,gctpl_adb2afbe7187,gsec_ac6f5706990d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_15,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,16,3,3,一、,coordinate;takeoff_return,起飞点经纬度： N:36.2547° E:114.4306°,36.2547;114.4306,°;度,起飞点,N:36.2547;E:114.4306,36.2547°;114.4306°,,,,
gcond_4daf6bc9c746,gcond_4daf6bc9c746,gctpl_109e305f8e79,gsec_ac6f5706990d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_15,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,16,4,4,二、,coordinate;bearing_angle;restriction;geometry;takeoff_return,由于空城限制，飞 机不能由起飞点直飞任 务航线的航点1，需先向 NE方向平飞460米，再 向NW方向平飞570米， 到达任务航线的航点1。,1;460;570;1,米,起飞点,,,,570米,460米;570米,
gcond_0756ce8b063e,gcond_0756ce8b063e,gctpl_0f221c8290b7,gsec_ac6f5706990d,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_15,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,16,5,5,三、,coordinate;bearing_angle,"当地风向：NE,航 点3→2航向为顺风",3;2,,,,,,,,
gcond_0d76c5cda651,gcond_0d76c5cda651,gctpl_a5897704705c,gsec_cf6028386806,qbank_7cb07e6ab374,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_16,2026H1,2026H1,空域限制或地形限制题型,2026-04-10,河北03考场,空域限制或地形限制题-考试条件提取.docx,17,1,1,(一),coordinate;speed_height;turn_hold_loop;geometry,"按图规划一个闭合的任务航线并循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间2s；",300;2,s;度;米,①;③;②;③;②;④;①;④;①;②;③;④,,,,300米,300米,
