case_id,question_bank_id,document_id,chunk_id,doc_name,batch,source_version,exam_period_start,exam_period_end,exam_scope,question_type,source_docx,source_relative_path,source_page,declared_doc_pages,declared_doc_conditions,exam_site,province,exam_room,exam_date,condition_count,skill_labels,quality_flags,raw_text
gsec_c3abc195cd8b,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_87,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,88,175,916,云南01考场,云南,01考场,2026-04-22,6,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"云南01考场地面站真题 | 日期：2026.04.22
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划扫描航线。航线长度 为a,航线间隔为b,航线相对地面高度为c,水平速度为d,垂直 速度为e，转弯模式为停止转弯，停留时间不作要求；
(二) a值建议为30米（误差≤±3米），b值建议为10米， (误差≤±1米)，c建议为30m,d值建议为3m/s。e值建议 为1m/s。(航线方位及各数值可由委任代表按实际情况进行调整， 考题以委任代表规定数值为准)
1、 由于空域限制，飞 机需先向东北方向平飞 机需先向东北方向平飞100米，再向西北方向 200米，到达①点
2、 ①-②航点航向为 西北方向
3、 起飞点经纬度： N:40°12'45 E:130°21'33”
4、 闭合航线，循环2次"
gsec_56b67afed6db,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_88,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,89,175,916,云南01考场,云南,01考场,2026-04-22,7,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"云南01考场地面站真题 | 日期：2026.04.22
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划扫描航线。航线长度 为a,航线间隔为b,航线相对地面高度为e,水平速度为d,垂直 速度为e，转弯模式为停止转弯，停留时间不作要求；
(二) a值建议为30米（误差≤±3米），b值建议为10米， (误差≤士1米)，e建议为30m，d值建议为3m/s。e值建议 为1m/s。(航线方位及各数值可由委任代表按实际情况进行调整， 考题以委任代表规定数值为准)
1、 由于空域限制，飞 机需先向东北方向平飞 300米，再向西北方向 平飞600米，到达①点
2、 ③-②航点航向为 西南方向
3、 起飞点经纬度： N:40°21'33” E:130°21'33”
4、 ③④航点高度101m, 其余高88m
5、 协调转弯，闭合航线， 循环3次"
gsec_3ef7a24b590f,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_89,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,90,175,916,云南01考场,云南,01考场,2026-04-22,7,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"云南01考场地面站真题 | 日期：2026.04.22
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。按图于起飞点前规划一个五边形并循环执 行，①②边及②③边的边长为a,∠②=∠④=∠①为90°，航线相 对地面高度为b，一水平速度为c，垂直速度为d，转弯模式为停止 转弯，各点停留时间为e
(二) a值建议为30米，b值建议为30米，c值建议为 3m/s,d建议为1m/s,e值建议为2s。(航线方位及各数值可由 委任代表按实际情况进行调整，考题以委任代表规定数值为准)
1、 由于空域限制，无人 机需先向东北方向平飞 300米，再向西北方向 平飞600米，到达①点
2、 ③-②航点航向为 西南方向
3、 起飞点经纬度： N:40°21'23” E:130°21'33”
4、 ③④航点高度101m, 其余高88m
5、 协调转弯，闭合航线， 循环3次"
gsec_dfb3e0fd44b5,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_90,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,91,175,916,山西O3考场,山西,O3考场,2026-03-06,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;site_uses_letter_O;source_gap,"山西O3考场地面站真题 | 日期：2026.03.06
(一) 与 的相对方位由委任代表根据现场环境等 情况进行决定。规划一个等边三角形并循环执行，边长为a，所有航线相对地面 高度b，水平速度为c，垂直速度为d,转弯方式为停止转弯，停留时间为5s;
(二) a值为50米，b值为30米，c值为3m/s,d值为2m/s。
1、 起飞点经纬度： N27°46'19” E:123°12'17”
2、 由于地形限制，飞 机不能由起飞点直飞 任务航线的航点1，需 升高120米，再向南平 飞500米规避障碍地形 后，到达任务航线的航 点1。
3、 航点1-2航向角45。"
gsec_9559d506a4a1,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_91,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,92,175,916,广东03考场,广东,03考场,2026-03-06,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"广东03考场地面站真题 | 日期：2026.03.06
(一) 与 的相对方位由委任代表根据现场环境等情 况进行决定。规划一个等边三角形并循环执行，边长为a，航线相对地面高度 为b,水平速度为c,垂直速度为d,转弯方式为停止转弯，停留时间5s;
(二) a值为50米，b值为50米，c值为3m/s,d值为2m/s。
1、 起飞点经纬度： N:27°46′19"" E:123°12'17""
2、 由于地形限制，飞 机不能由起飞点直飞 任务航线的航点1，需 升高120米，再向南平 飞500米规避障碍地形 后，到达任务航线的航 点1。
3、 航点1-2航向角459"
gsec_85afcdec8dd8,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_92,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,93,175,916,山东02考场,山东,02考场,2026-04-13,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"山东02考场地面站真题 | 日期：2026.04.13
(一) 规划一个闭合六边形并循环执行，边长为a，①②③航点 相对地面高度为b,④⑤⑥航点相对地面高度为c,水平速度为d, 垂直速度为e,转弯方式为停止转弯，各点停留时间为f;
(二) a值为300米，b值为30米，c值为25m,d值为4m/s, e值为2m/s,f值为2s。
一、 起飞点经纬度： N:36.4637° E:114.5342°
二、 由于空域限制，飞机 不能由起飞点直飞任务 航线的航点1，需先向NE 方向平飞370米，再向NW 方向平飞560米，到达任 务航线的航点1。
三、 当地风向：SE,航点 3→2航向为逆风"
gsec_1fe041fe3891,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_93,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,94,175,916,山东02考场,山东,02考场,2026-04-13,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"山东02考场地面站真题 | 日期：2026.04.13
(一) 按图规划一个闭合的任务航线并循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b,③点相对地面高度为c,④点相对地面高度为d,水平速度 为e，垂直速度为f，转弯模式为停止转弯，停留时间2s;
(二) a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s。
一、 起飞点经纬度： N:36.4637° E:114.5342°
二、 由于空域限制，飞机 不能由起飞点直飞任务 航线的航点1，需先向NE 方向平飞370米，再向NW 方向平飞560米，到达任 务航线的航点1。
三、 当地风向：SE,航点 3→2航向为逆风"
gsec_2f161611cd37,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_94,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,95,175,916,广东03考场,广东,03考场,2026-03-06,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"广东03考场地面站真题 | 日期：2026.03.06
(一) 与 的相对方位由委任代表根据现场环境 等情况进行决定。规划一个等腰直角三角形并循环执行，①②边长为a1, ①③边长为a2,∠①为直角，航线相对地面高度b,水平速度为c，垂直速 度为d，转弯方式为停止转弯，停留时间5s;
(二) a1、a2值为50米，b值为50米，c值为3m/s,d值为2m/s。
1、 起飞点经纬度： N:28°39'30” 任务航线示意图： E:115°56'32""
2、 由于空域限制，飞 机不能由起飞点直飞 任务航线的航点1，需 先向正东方平飞1000 米，再向南平飞500米， 到达任务航线的航点1。
3、 航点1-2航向角45°"
gsec_51aeb9e5f695,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_95,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,96,175,916,广东03考场,广东,03考场,2026-03-06,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"广东03考场地面站真题 | 日期：2026.03.06
(一) 与 的相对方位由委任代表根据现场环境等 情况进行决定。规划一个闭合五边形并循环执行，①②边及②③边的边长为a, ∠②=∠④=∠①为90°，航线相对地面高度为b,水平速度为c,垂直速度为d, 转弯模式为停止转弯，各点停留时间为e;
(二) a值建议为50米，b值建议为50米，c值建议为3m/s,d值建议 为2m/s,e值建议为10s。
1、 起飞点经纬度： N:28°39'30"" E:115°56′32”
2、 由于空域限制，飞 机不能由起飞点直飞 任务航线的航点1，需 先向正东方平飞1000 米，再向南平飞500米 ,到达任务航线的航 点1。
3、 航点1-2航向角45°"
gsec_7a605ac1adcd,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_96,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,97,175,916,北京01考场,北京,01考场,2026-04-19,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"北京01考场地面站真题 | 日期：2026.04.19
(一) 规划一个闭合六边形并循环执行，边长为a,①②③航点 相对地面高度为b,④⑤⑥航点相对地面高度为c，水平速度为d，垂 直速度为e,转弯方式为停止转弯，各点停留时间为f；
(二) a值为300米，b值为30米，c值为25m,d值为4m/s,e 值为2m/s,f值为2s
一、 起飞点经纬度： N:36°08'19” E:114°21'01""
二、 由于空域限制，飞机 不能由起飞点直飞任务 航线的航点1，需先向NE 方向平飞370米，再向NW 方向平飞560米，到达任 务航线的航点1。
三、 当地风向：SE,航点 3→2航向为逆风"
gsec_141287832ade,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_97,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,98,175,916,北京01考场,北京,01考场,2026-04-19,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"北京01考场地面站真题 | 日期：2026.04.19
(一) 按图规划一个闭合的任务航线并循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高度 为b,③点相对地面高度为c,④点相对地面高度为d,水平速度为e, 垂直速度为f，转弯模式为停止转弯，停留时间2s；
(二) a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s。
一、 起飞点经纬度： N:36.2547° E:114.4306°
二、 由于空域限制，飞机 不能由起飞点直飞任务 航线的航点1，需先向NW 方向平飞560米，再向NE 方向平飞630米，到达任 务航线的航点1。
三、 当地风向：SE,航点 3→2航向为逆风"
gsec_ea6d3062e383,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_98,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,99,175,916,山东04考场,山东,04考场,2026-04-20,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"山东04考场地面站真题 | 日期：2026.04.20
(一) 按图规划一个闭合的任务航线不循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a,②点相对地面高 度为b，③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间9s;
(二) a值为22米，b值为26米，c值为28m,d值为30m, e值为9m/s,f值为4m/s。
一、 起飞点经纬度： N:28°09'10” E:115°26′52”
二： 由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 东南方向平飞1600米，再向 西南方向平飞700米，到达任 务航线的航点1。
三： 如图所示任务航点1到2 航向西偏南25°"
gsec_d0a5e5277497,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_99,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,100,175,916,广东01考场,广东,01考场,2026-04-21,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"广东01考场地面站真题 | 日期：2026.04.21
(一) 规划一个闭合等腰直角三角形，闭合点高度与①号点保持一致，不 循环执行，①②边长为a1，①③边长为a2，∠①为直角，航点①点相对地 面高度为a2，②点相对地面高度为b，垂直速度为d，转弯方式为停止转 弯，停留时间5S;
(二) a1、a2值为50米，b值为50米，c水平速度为3ms,d值为2m/s。
一、 起飞点经纬度： 3 N:22°19'03"" E:114°1602""
二、 由于空域限制， 飞机不能由起飞点直 飞任务航线的航点1， 需先向NE方向平飞 1000米，再向SE方向 平飞500米，到达任务 航线的航点1。
三、 航点3-2航向角为 南偏东25°"
gsec_2cf642d71e19,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_100,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,101,175,916,广东01考场,广东,01考场,2026-04-21,5,经纬度换算;航向方位判断;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;ocr_possible_typo;source_gap,"广东01考场地面站真题 | 日期：2026.04.21
(一) 按图规划一个闭合的任务航线不循环执行，①③、②③、 ②④、①④边长为300米，①点相对地面高度为a，②点相对地面高 度为b,③点相对地面高度为c，④点相对地面高度为d，水平速 度为e，垂直速度为f，转弯模式为停止转弯，停留时间9s;
(二) a值为22米，b值为26米，c值为28m,d值为30m, e值为9m/s,f值为4m/s。
一、 起飞点经纬度： N:28°09′10” E:115°26'52”
二、 由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 东南方向平飞1600米，再向 西南方向平飞700米，到达 任务航线的航点1。
三、 如图所以任务航点1到2 航向西偏南25度"
gsec_bea7c0b63797,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_101,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,102,175,916,广东01考场,广东,01考场,2026-04-21,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;ocr_possible_typo;source_gap,"广东01考场地面站真题 | 日期：2026.04.21
(一) 按图规划一个闭合的任务航线不循环执行，闭合点高度 与①号点保持一致，①③、②③、②④、①④边长为300米，①点相 对地面高度为a，②点相对地面高度为b，③点相对地面高度为c, ④点相对地面高度为d，水平速度为e，垂直速度为f，转弯模式 为停止转弯，停留时间9s；
(二) a值为30米，b值为35米，c值为40m,d值为25m, e值为2m/s,f值为2m/s。
一、 起飞点经纬度： N:22°09'10"" E:114°26'52""
二、 由于空域限制，飞机不 能由起飞点直飞任务航线的 航点1，需由起飞点起飞先向 南方向平飞1000米，再向东 方向平飞300米，到达任务航 线的航点1。
三、 如图所以任务航点4到3 航向角105°"
gsec_51737fcdefeb,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_102,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,103,175,916,山西01考场,山西,01考场,2026-04-21,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"山西01考场地面站真题 | 日期：2026.04.21
(一) 与 的相对方位由委任代表根据现场环境 等情况进行决定。规划一个等边三角形不循环，边长为a，所有航线相对地面 高度为b,水平速度为c,垂直速度为d，转弯方式为停止转弯，停留时间5s;
(二) a值为50米，b值为50米，c值为3m/s,d值为2m/s。
1、 起飞点经纬度： N:25°18′36.36” E:113°12'39.6”
2、 由于空域限制，飞 机不能由起飞点直飞 任务航线的航点1，需 先向SW方向平飞1000米 再向北偏西60°方 向平飞500米，到达任 务航线的航点1。
3、 2-1航向为135°"
gsec_b91e2f27ced8,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_103,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,104,175,916,山西01考场,山西,01考场,2026-04-21,5,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"山西01考场地面站真题 | 日期：2026.04.21
(一) 与 的相对方位由委任代表根 据现场环境等情况进行决定。按图规划一个闭合的任务航线不循环 执行，①③、②③、②④、①④边长为300米，①点相对地面高度为 a,②点相对地面高度为b,③点相对地面高度为c，④点相对地面 高度为d，水平速度为e，垂直速度为f，转弯模式为停止转弯， 停留时间2s；
(二) a值为20米，b值为25米，c值为30m,d值为20m, e值为2m/s,f值为2m/s
1、 起飞点经纬度： N:25°29'37.47"" E:105°48′32”
2、 由于空域限制，飞机 不能由起飞点直飞任务 航线的航点1，需由起飞 点起飞先向东偏南10° 方向平飞1200米，再向 西南方向平飞500米，到 达任务航线的航点1。
3、 如图所示任务航点3 4航向角225°"
gsec_3f9a812f992e,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_104,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,105,175,916,云南01考场,云南,01考场,2026-04-22,7,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"云南01考场地面站真题 | 日期：2026.04.22
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。于起飞前规划一个等腰直角三角形并 循环执行，①②边长为a1,①③边长为a2,∠①为直角，航线相对 地面高度b,水平速度为c，垂直速度为d，转弯方式为停止转弯， 停留时间不要求；
(二) a1、a2值建议为30米，b值建议为30米，c值建议 为3m/s,d值建议为1m/s。(航线方位及各数值可由委任代表按实 际情况进行调整，考题以委任代表规定数值为准)
1、 由于空域限制，无人 机需先向东北方向平飞 300米，再向西北方向 平飞600米，到达①点
2、 ③-②航点航向为 西南方向
3、 起飞点经纬度： N:40°21'33” E:130°21'33”
4、 ②③航点高度101m, 其余高88m
5、 协调转弯，闭合航线， 循环4次"
gsec_66637e62bbb4,qbank_7cb07e6ab374,doc_22c25c38d6d8,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt_105,实操题库_地面站考试条件_2026H1_空域限制或地形限制题型.txt,2026H1,2026H1,2026-01-01,2026-06-30,CAAC执照考试地面站实操真题考试条件,空域限制或地形限制题型,空域限制或地形限制题-考试条件提取.docx,地面站考试真题（2026年1月-6月）/空域限制或地形限制题型/空域限制或地形限制题-考试条件提取.docx,106,175,916,云南01考场,云南,01考场,2026-04-22,6,经纬度换算;航向方位判断;夹角计算;空域地形限制处理;速度高度参数设置;转弯停留循环设置;几何图形航线规划;起飞返航点定位;题型:空域限制或地形限制,doc_condition_count_mismatch;doc_page_count_mismatch;source_gap,"云南01考场地面站真题 | 日期：2026.04.22
(一) 与 的相对方位由委任代表根据 现场环境等情况进行决定。于起飞前规划一个等腰直角三角形并 循环执行，①②边长为a1,①③边长为a2,∠①为直角，航线相对 地面高度b,水平速度为c，垂直速度为d，转弯方式为停止转弯， 停留时间不要求；
(二) a1、a2值建议为30米，b值建议为30米，c值建议 为3m/s,d值建议为1m/s。(航线方位及各数值可由委任代表按实 际情况进行调整，考题以委任代表规定数值为准)
1、 由于空域限制，飞 机需先向东北方向平飞 机需先向东北方向平飞 160米，再向西北方向 平飞202米，到达①点
2、 ③-②航点航向为东北方向
3、 起飞点经纬度： N:40°12'45” E:100°22'33""
4、 闭合航线，循环4次"
